id,created_at,updated_at,title,description,price,active,media_id,slug,short_blurb,docs_url,poster,category,created_by,preorder,bundle_parent,is_bundle,upgrade_product_id,external_links,is_free,discount,original_price,modules,bundle
1,2023-08-25 06:36:35,2025-05-19 11:11:10,Learn JavaScript the Hard Way,An exercise based logical course in the most popular language in the world.,59,1,,learn-javascript-the-hard-way,An exercise based logical course in the most popular language in the world.,/products/learn-javascript-the-hard-way.html,/covers/learn-js-the-hard-way.jpg,JavaScript,Zed A. Shaw,1,epic-supporter-package,0,,,0,0,59,"[{'id': 8, 'created_at': '2022-02-09 22:53:32', 'updated_at': '2025-05-19 11:11:11', 'title': 'First Steps', 'description': 'Installing required software and advice for beginners.', 'subject': 'setup', 'poster': None, 'is_free': 0, 'ordering': 0, 'build_source': '/modules/ljsthw-first-steps/', 'published': 1, 'slug': 'ljsthw-first-steps', 'state': 'final', 'product_id': 1, 'product_slug': 'learn-javascript-the-hard-way', 'title_slug': '0-first-steps'}, {'id': 9, 'created_at': '2022-01-15 19:23:10', 'updated_at': '2025-05-19 11:11:11', 'title': 'JavaScript Level 1', 'description': 'Introduction to all of the basic elements of JavaScript.', 'subject': 'javascript', 'poster': None, 'is_free': 1, 'ordering': 3, 'build_source': '/modules/ljsthw-javascript-level-1/', 'published': 1, 'slug': 'ljsthw-javascript-level-1', 'state': 'final', 'product_id': 1, 'product_slug': 'learn-javascript-the-hard-way', 'title_slug': '3-javascript-level-1'}, {'id': 10, 'created_at': '2022-05-05 20:02:32', 'updated_at': '2025-05-19 11:11:11', 'title': 'JavaScript Level 2', 'description': 'A set of 10 small projects that refine and practice your JavaScript skills.', 'subject': 'javascript', 'poster': None, 'is_free': 0, 'ordering': 4, 'build_source': '/modules/ljsthw-javascript-level-2/', 'published': 1, 'slug': 'ljsthw-javascript-level-2', 'state': 'draft', 'product_id': 1, 'product_slug': 'learn-javascript-the-hard-way', 'title_slug': '4-javascript-level-2'}, {'id': 58, 'created_at': '2022-01-16 02:01:48', 'updated_at': '2025-05-19 11:11:11', 'title': 'CSS Basics', 'description': 'Learn a simple way to use CSS to style HTML.', 'subject': 'css', 'poster': None, 'is_free': 0, 'ordering': 2, 'build_source': '/modules/ljsthw-css-basics/', 'published': 1, 'slug': 'ljsthw-css-basics', 'state': 'final', 'product_id': 1, 'product_slug': 'learn-javascript-the-hard-way', 'title_slug': '2-css-basics'}, {'id': 60, 'created_at': '2022-01-16 01:35:56', 'updated_at': '2025-05-19 11:11:11', 'title': 'HTML Basics', 'description': 'Learn how browsers structure the content you see using HTML tags.', 'subject': 'html', 'poster': None, 'is_free': 0, 'ordering': 1, 'build_source': '/modules/ljsthw-html-basics/', 'published': 1, 'slug': 'ljsthw-html-basics', 'state': 'final', 'product_id': 1, 'product_slug': 'learn-javascript-the-hard-way', 'title_slug': '1-html-basics'}]",[]
